tr175,tr943,tr1421
0.853074877776825,0.841463414634146,0.669265033407572
0.857348703170029,0.868166026695922,0.736908517350158
0.851431012387868,0.834870367148077,0.686415903332684
0.857997536512405,0.867204695524578,0.740882917466411
0.85754708639137,0.865971841287255,0.72836190869655
0.858097415157376,0.871109483705602,0.727123174994859
0.859546131604311,0.865786578657866,0.734251147267418
0.8613852582911,0.871927554980595,0.73615221987315
0.85852287696496,0.871247006815251,0.733842659508569
0.858408647882332,0.869870609981516,0.734322033898305
0.859003696532301,0.869933677229182,0.734252386002121
0.858360883939447,0.864795450376078,0.726668052379963
0.857832186578501,0.869225037257824,0.738842622250694
0.858989112153669,0.869370211175481,0.73501303214596
0.861403822111091,0.867366054702136,0.738375830297836
0.857919663216979,0.86890694239291,0.73553545129392
0.858906372250717,0.862889832072338,0.724175113219754
0.859015232022671,0.867608776496839,0.740268028079132
0.859390363815142,0.86899644926182,0.741991341991342
0.858517805582291,0.869613464028112,0.736075407026564
0.860163891091726,0.86906528189911,0.738700861887744
0.86046511627907,0.86784715750233,0.743584213931421
0.85953840605842,0.866603951081844,0.737629206069936
0.85910290237467,0.867263236390753,0.742782721944866
0.856048738033072,0.86141354493449,0.737068040352007
0.858811898984452,0.8706589074526,0.741577917843947
0.858828709819463,0.867720930232558,0.741423670668954
0.860739575137687,0.866443452380952,0.742083424328456
0.861155555555555,0.866766467065868,0.743446497636442
0.857243381124109,0.868494683827644,0.740531127557684
0.856763925729443,0.866393747673986,0.737772031889679
0.858980083951058,0.867366054702136,0.742881982177787
0.858399138549892,0.866754866754867,0.742149491375498
0.859392772771021,0.862745098039216,0.738394793926247
0.857733441179114,0.871320754716981,0.737022737022737
0.857243072606103,0.869694713328369,0.740215053763441
0.857742048234883,0.866182765680253,0.73704832390074
0.857914923291492,0.8568780126066,0.725094297759041
0.859642920275764,0.867117117117117,0.741258741258741
0.858681260481949,0.860243217960711,0.736513597860009
0.860113757554213,0.866967305524239,0.738105630728939
0.859557981861407,0.867734724292101,0.735661923242777
0.858470712030866,0.865166449693137,0.736842105263158
0.858561674204132,0.867104029990628,0.73899913718723
0.859508499955959,0.866828994193669,0.738892536660101
0.860591001863519,0.866878861636398,0.742501666296379
0.858473980309423,0.862217236866704,0.738570794496227
0.85947082530226,0.869045395105548,0.727755644090305
0.856943839791032,0.858893427404382,0.726782100292332
0.859495444989488,0.86692869174621,0.727603456116417
0.859873180316156,0.86617730095991,0.739465337562302
0.860532512226046,0.865874363327674,0.739521615097652
0.860634378650373,0.864854662136655,0.743446112480394
0.857592722183345,0.865577422948385,0.723813786929275
0.860615739508473,0.867456288776086,0.745717463848721
0.861086216167772,0.866930171277997,0.740509155873158
0.855976372480889,0.865727002967359,0.72331928111826
0.860028348688873,0.867289719626168,0.739559946115851
0.857787402995849,0.866729500471254,0.743618703410888
0.859987554449284,0.865128493716001,0.743074173369079
0.858933615819209,0.865744203440539,0.742482477956138
0.860115816141875,0.867738883632923,0.744386482195509
0.85970679697912,0.869353327085286,0.738309352517986
0.86055634807418,0.869385453862056,0.743310657596372
0.857897982556603,0.865067466266867,0.737890448166591
0.858216126496025,0.864340362007837,0.724618149146451
0.859731786879304,0.867209698806592,0.742479489516864
0.859798194370685,0.866342193934856,0.737890448166591
0.859892086330935,0.86468149264983,0.742831541218638
0.86008629039359,0.865682794694564,0.736207281661827
0.857142857142857,0.865481758652947,0.722776769509982
0.861647475642161,0.864470235866717,0.739695340501792
0.860275462123958,0.864249098158344,0.747552925108126
0.859191883855169,0.863644842380153,0.734114465975665
0.857719652418152,0.865237651444548,0.738344858353781
0.862588652482269,0.864885208882198,0.736555479918312
0.858520607769994,0.86602236119007,0.748008194855452
0.860831122900088,0.867402281653263,0.736579841449604
0.859847488824612,0.864229765013055,0.727683615819209
0.858881220486742,0.865643357968543,0.741588464179446
